,keywords
247,"{'growth': 0.291, 'steady': 0.267, 'economy': 0.254, 'job': 0.217, 'jobs': 0.178}"
248,"{'boeing': 0.665, 'airbus': 0.349, 'planes': 0.295, 'plane': 0.243, 'aircraft': 0.238}"
249,"{'reeves': 0.489, 'hollywood': 0.341, 'actor': 0.318, 'star': 0.267, 'keanu': 0.248}"
250,"{'stadium': 0.434, 'wenger': 0.406, 'arsene': 0.271, 'summer': 0.264, 'team': 0.219}"
251,"{'federer': 0.358, 'wimbledon': 0.284, 'davenport': 0.217, 'grand': 0.187, 'kuznetsova': 0.179}"
252,"{'houston': 0.534, 'ukip': 0.482, 'suspended': 0.318, 'candidate': 0.248, 'views': 0.171}"
253,"{'chip': 0.616, 'cell': 0.275, 'playstation': 0.254, 'inside': 0.22, 'powerful': 0.164}"
254,"{'super': 0.414, 'scottish': 0.392, 'casinos': 0.355, 'casino': 0.347, 'westminster': 0.268}"
255,"{'parents': 0.369, 'children': 0.306, 'courts': 0.261, 'child': 0.259, 'delays': 0.227}"
256,"{'party': 0.532, 'lib': 0.303, 'election': 0.23, 'communications': 0.221, 'dems': 0.215}"
257,"{'ea': 0.617, 'sports': 0.319, 'games': 0.25, 'fans': 0.18, 'titles': 0.13}"
258,"{'williams': 0.301, 'henson': 0.294, 'wales': 0.241, 'jones': 0.214, 'italy': 0.212}"
259,"{'podcasting': 0.415, 'curry': 0.406, 'doing': 0.244, 'radio': 0.205, 'net': 0.147}"
260,"{'ukip': 0.629, 'campaign': 0.289, 'labour': 0.268, 'party': 0.205, 'buying': 0.183}"
261,"{'exploration': 0.523, 'energy': 0.369, 'contracts': 0.353, 'egypt': 0.306, 'oil': 0.27}"
262,"{'digital': 0.571, 'broadband': 0.287, 'tv': 0.221, 'mbps': 0.182, 'jupiter': 0.161}"
263,"{'edwards': 0.802, 'band': 0.303, 'guitarist': 0.117, 'album': 0.115, 'police': 0.104}"
264,"{'flynn': 0.399, 'rules': 0.35, 'mobile': 0.268, 'firms': 0.23, 'content': 0.202}"
265,"{'women': 0.439, 'wimbledon': 0.326, 'davenport': 0.28, 'phillips': 0.267, 'prize': 0.263}"
266,"{'wolves': 0.615, 'southampton': 0.264, 'contract': 0.256, 'manager': 0.245, 'gray': 0.221}"
267,"{'cairn': 0.588, 'gas': 0.411, 'discovery': 0.241, 'approval': 0.205, 'indian': 0.185}"
268,"{'boeing': 0.804, 'ms': 0.272, 'contracts': 0.267, 'contract': 0.118, 'sentence': 0.09}"
269,"{'flight': 0.477, 'candidate': 0.426, 'conservative': 0.245, 'local': 0.221, 'association': 0.202}"
270,"{'victims': 0.387, 'compensation': 0.27, 'building': 0.21, 'australia': 0.204, 'fund': 0.198}"
271,"{'mac': 0.468, 'ipod': 0.365, 'apple': 0.288, 'jobs': 0.287, 'mini': 0.207}"
272,"{'milan': 0.319, 'seed': 0.295, 'final': 0.285, 'tie': 0.281, 'break': 0.23}"
273,"{'film': 0.395, 'critics': 0.392, 'sideways': 0.343, 'actress': 0.202, 'named': 0.194}"
274,"{'carling': 0.357, 'mourinho': 0.333, 'final': 0.316, 'chelsea': 0.262, 'cech': 0.26}"
275,"{'defence': 0.495, 'projects': 0.462, 'delays': 0.198, 'report': 0.197, 'correspondent': 0.178}"
276,"{'halo': 0.367, 'nintendo': 0.356, 'xbox': 0.251, 'online': 0.234, 'ds': 0.195}"
277,"{'album': 0.418, 'chart': 0.257, 'hits': 0.245, 'band': 0.24, 'christmas': 0.236}"
278,"{'oil': 0.379, 'growth': 0.309, 'regain': 0.252, 'momentum': 0.228, 'shock': 0.219}"
279,"{'welsh': 0.366, 'wales': 0.354, 'half': 0.252, 'paris': 0.239, 'rugby': 0.181}"
280,"{'novel': 0.346, 'levy': 0.278, 'winner': 0.275, 'prize': 0.233, 'judges': 0.232}"
281,"{'thanou': 0.468, 'tzekos': 0.255, 'kenteris': 0.234, 'iaaf': 0.226, 'committee': 0.213}"
282,"{'music': 0.491, 'portable': 0.416, 'players': 0.269, 'jupiter': 0.25, 'consumers': 0.222}"
283,"{'care': 0.629, 'social': 0.229, 'elderly': 0.175, 'payments': 0.159, 'choose': 0.15}"
284,"{'mouse': 0.479, 'computer': 0.346, 'hand': 0.191, 'device': 0.16, 'developed': 0.158}"
285,"{'nissan': 0.706, 'ghosn': 0.56, 'renault': 0.204, 'charge': 0.113, 'executive': 0.09}"
286,"{'christian': 0.316, 'increase': 0.208, 'held': 0.198, 'volume': 0.179, 'brothers': 0.177}"
287,"{'succession': 0.405, 'bill': 0.395, 'crown': 0.274, 'discrimination': 0.218, 'peers': 0.201}"
288,"{'tax': 0.45, 'brown': 0.429, 'budget': 0.201, 'election': 0.17, 'child': 0.166}"
289,"{'rugby': 0.302, 'match': 0.293, 'zealand': 0.275, 'charity': 0.275, 'july': 0.241}"
290,"{'yukos': 0.551, 'baikal': 0.432, 'auction': 0.193, 'yuganskneftegas': 0.172, 'sale': 0.17}"
291,"{'lycos': 0.451, 'screensaver': 0.451, 'sites': 0.343, 'spam': 0.301, 'spammers': 0.168}"
292,"{'christmas': 0.751, 'santa': 0.241, 'song': 0.228, 'chart': 0.175, 'roberts': 0.149}"
293,"{'horse': 0.274, 'anthony': 0.271, 'seat': 0.232, 'party': 0.228, 'leadership': 0.223}"
294,"{'cafes': 0.654, 'net': 0.461, 'chinese': 0.261, 'china': 0.187, 'introduced': 0.121}"
295,"{'budget': 0.447, 'bush': 0.308, 'deficit': 0.285, 'proposals': 0.233, 'bn': 0.221}"
296,"{'epic': 0.264, 'national': 0.234, 'starring': 0.226, 'farrell': 0.159, 'film': 0.156}"
297,"{'ban': 0.36, 'northampton': 0.333, 'referee': 0.266, 'guilty': 0.247, 'weeks': 0.184}"
298,"{'film': 0.243, 'award': 0.207, 'spotless': 0.205, 'eternal': 0.202, 'sunshine': 0.202}"
299,"{'gara': 0.339, 'penalty': 0.275, 'paterson': 0.266, 'scotland': 0.25, 'ireland': 0.248}"
300,"{'davis': 0.543, 'activist': 0.27, 'lee': 0.218, 'reynolds': 0.18, 'clinton': 0.178}"
301,"{'blair': 0.358, 'fox': 0.28, 'labour': 0.257, 'tory': 0.214, 'election': 0.188}"
302,"{'sporting': 0.298, 'companies': 0.265, 'euros': 0.253, 'family': 0.216, 'shares': 0.21}"
303,"{'dallaglio': 0.476, 'lions': 0.416, 'tour': 0.249, 'clive': 0.196, 'trip': 0.193}"
304,"{'india': 0.547, 'rating': 0.364, 'currency': 0.316, 'upgrade': 0.224, 'below': 0.183}"
305,"{'federer': 0.323, 'tennis': 0.282, 'interviews': 0.254, 'hewitt': 0.231, 'nice': 0.219}"
306,"{'american': 0.251, 'agassi': 0.22, 'fish': 0.212, 'junior': 0.204, 'defeated': 0.204}"
307,"{'gig': 0.418, 'scissor': 0.325, 'sisters': 0.31, 'virgin': 0.217, 'listeners': 0.211}"
308,"{'ruddock': 0.485, 'wales': 0.263, 'john': 0.234, 'blues': 0.227, 'strength': 0.196}"
309,"{'goldsmith': 0.528, 'lord': 0.367, 'advice': 0.365, 'attorney': 0.189, 'legal': 0.183}"
310,"{'speaker': 0.416, 'chamber': 0.394, 'commons': 0.285, 'mps': 0.279, 'send': 0.197}"
311,"{'label': 0.514, 'labels': 0.264, 'stores': 0.249, 'planned': 0.202, 'bought': 0.197}"
312,"{'incredibles': 0.491, 'shrek': 0.406, 'animated': 0.353, 'awards': 0.3, 'voice': 0.215}"
313,"{'search': 0.491, 'blind': 0.244, 'site': 0.23, 'engine': 0.224, 'speech': 0.223}"
314,"{'trust': 0.455, 'bank': 0.442, 'standard': 0.44, 'merge': 0.29, 'united': 0.244}"
315,"{'white': 0.402, 'head': 0.236, 'tight': 0.233, 'leicester': 0.22, 'england': 0.215}"
316,"{'sunderland': 0.556, 'murray': 0.458, 'club': 0.256, 'stake': 0.224, 'shares': 0.176}"
317,"{'bobby': 0.397, 'premiere': 0.391, 'film': 0.252, 'life': 0.202, 'stars': 0.189}"
318,"{'chartered': 0.639, 'standard': 0.378, 'bank': 0.282, 'korea': 0.236, 'south': 0.23}"
319,"{'germany': 0.257, 'factory': 0.234, 'eu': 0.227, 'coal': 0.204, 'unemployment': 0.197}"
320,"{'currency': 0.554, 'quoted': 0.28, 'french': 0.215, 'name': 0.206, 'ocean': 0.167}"
321,"{'livingstone': 0.638, 'apologise': 0.381, 'mayor': 0.235, 'jewish': 0.17, 'racist': 0.162}"
322,"{'mpc': 0.54, 'inflation': 0.298, 'rates': 0.252, 'rate': 0.156, 'bank': 0.154}"
323,"{'blunkett': 0.37, 'election': 0.345, 'ready': 0.298, 'weekend': 0.276, 'call': 0.267}"
324,"{'chart': 0.453, 'ross': 0.348, 'radio': 0.262, 'king': 0.253, 'singles': 0.216}"
325,"{'comedy': 0.317, 'departments': 0.31, 'changes': 0.286, 'programmes': 0.259, 'entertainment': 0.229}"
326,"{'growth': 0.396, 'france': 0.317, 'consumer': 0.238, 'spending': 0.227, 'economic': 0.209}"
327,"{'seed': 0.488, 'argentine': 0.384, 'nadal': 0.302, 'mexican': 0.215, 'atp': 0.204}"
328,"{'air': 0.457, 'planes': 0.415, 'aircraft': 0.301, 'indian': 0.236, 'india': 0.226}"
329,"{'blair': 0.296, 'prime': 0.2, 'labour': 0.182, 'voters': 0.177, 'contribute': 0.173}"
330,"{'dam': 0.483, 'yuan': 0.356, 'power': 0.318, 'bn': 0.173, 'sister': 0.168}"
331,"{'cebit': 0.382, 'player': 0.204, 'processor': 0.181, 'battery': 0.175, 'creative': 0.159}"
332,"{'christian': 0.469, 'anderson': 0.223, 'denmark': 0.22, 'visited': 0.206, 'tale': 0.204}"
333,"{'euro': 0.309, 'inflation': 0.246, 'growth': 0.224, 'eurozone': 0.208, 'rate': 0.193}"
334,"{'agassi': 0.613, 'melzer': 0.433, 'seed': 0.334, 'andre': 0.192, 'didn': 0.128}"
335,"{'white': 0.643, 'conte': 0.38, 'balco': 0.271, 'product': 0.251, 'victor': 0.167}"
336,"{'spears': 0.372, 'pictures': 0.356, 'false': 0.283, 'weekly': 0.214, 'celebrity': 0.2}"
337,"{'yukos': 0.594, 'russian': 0.248, 'bankruptcy': 0.208, 'yuganskneftegas': 0.204, 'court': 0.195}"
338,"{'davos': 0.383, 'forum': 0.212, 'aids': 0.211, 'blair': 0.183, 'leaders': 0.171}"
339,"{'intelligence': 0.281, 'strike': 0.274, 'british': 0.239, 'authorities': 0.228, 'russian': 0.181}"
340,"{'music': 0.386, 'mobile': 0.298, 'phones': 0.261, 'gartner': 0.247, 'mobiles': 0.208}"
341,"{'band': 0.423, 'album': 0.246, 'rock': 0.195, 'singles': 0.162, 'songs': 0.151}"
342,"{'pictures': 0.459, 'photos': 0.317, 'storage': 0.289, 'photo': 0.275, 'prints': 0.261}"
343,"{'palestinian': 0.405, 'blair': 0.399, 'peace': 0.274, 'sharon': 0.239, 'conference': 0.203}"
344,"{'mae': 0.602, 'fannie': 0.602, 'mortgage': 0.2, 'financial': 0.157, 'accounting': 0.121}"
345,"{'clijsters': 0.516, 'season': 0.277, 'kim': 0.214, 'wild': 0.209, 'entry': 0.196}"
346,"{'visa': 0.489, 'staff': 0.245, 'committee': 0.231, 'application': 0.222, 'minutes': 0.222}"
347,"{'conspiracy': 0.383, 'fraud': 0.307, 'statements': 0.24, 'richard': 0.191, 'evidence': 0.173}"
348,"{'cent': 0.711, 'feud': 0.244, 'rapper': 0.232, 'overcome': 0.152, 'handed': 0.128}"
349,"{'music': 0.361, 'voice': 0.284, 'control': 0.265, 'media': 0.214, 'technology': 0.2}"
350,"{'sky': 0.694, 'coverage': 0.253, 'academy': 0.212, 'oscar': 0.195, 'broadcaster': 0.19}"
351,"{'games': 0.455, 'mobile': 0.347, 'ea': 0.245, 'artists': 0.211, 'consoles': 0.204}"
352,"{'councils': 0.529, 'tax': 0.283, 'services': 0.25, 'scotland': 0.216, 'settlement': 0.195}"
353,"{'keegan': 0.581, 'manager': 0.322, 'city': 0.272, 'job': 0.257, 'assistant': 0.185}"
354,"{'theatre': 0.535, 'liam': 0.197, 'northern': 0.171, 'figure': 0.153, 'love': 0.149}"
355,"{'lisbon': 0.49, 'eu': 0.424, 'economic': 0.221, 'commission': 0.192, 'economy': 0.164}"
356,"{'ballot': 0.56, 'transport': 0.35, 'council': 0.286, 'edinburgh': 0.245, 'vote': 0.241}"
357,"{'limited': 0.219, 'ship': 0.21, 'citigroup': 0.207, 'luck': 0.198, 'technical': 0.149}"
358,"{'ministry': 0.444, 'iraq': 0.353, 'bids': 0.35, 'coverage': 0.237, 'telephone': 0.208}"
359,"{'baa': 0.538, 'expansion': 0.38, 'heathrow': 0.284, 'airports': 0.202, 'noise': 0.199}"
360,"{'henman': 0.458, 'event': 0.295, 'australian': 0.24, 'briton': 0.222, 'murray': 0.212}"
361,"{'printer': 0.597, 'hp': 0.376, 'ink': 0.354, 'lawsuit': 0.219, 'chip': 0.209}"
362,"{'growth': 0.3, 'exports': 0.253, 'economy': 0.252, 'quarter': 0.197, 'expansion': 0.19}"
363,"{'revised': 0.373, 'audit': 0.254, 'figures': 0.226, 'executives': 0.217, 'previously': 0.182}"
364,"{'festival': 0.553, 'disaster': 0.24, 'film': 0.232, 'thai': 0.198, 'ticket': 0.16}"
365,"{'awards': 0.38, 'screenplay': 0.281, 'sideways': 0.274, 'oscars': 0.248, 'nominated': 0.226}"
366,"{'multimedia': 0.549, 'messages': 0.237, 'mms': 0.226, 'phones': 0.224, 'mobile': 0.199}"
367,"{'safin': 0.418, 'lopez': 0.266, 'dubai': 0.263, 'shock': 0.242, 'beaten': 0.218}"
368,"{'music': 0.469, 'albums': 0.323, 'sales': 0.294, 'disappointing': 0.21, 'levy': 0.183}"
369,"{'eminem': 0.365, 'soldiers': 0.352, 'elvis': 0.333, 'slipped': 0.222, 'charts': 0.198}"
370,"{'messages': 0.464, 'text': 0.346, 'sms': 0.214, 'mail': 0.213, 'message': 0.176}"
371,"{'peer': 0.523, 'copyright': 0.296, 'piracy': 0.273, 'pleaded': 0.212, 'guilty': 0.182}"
372,"{'awards': 0.383, 'grammy': 0.343, 'album': 0.266, 'band': 0.255, 'singer': 0.246}"
373,"{'producers': 0.383, 'evans': 0.357, 'aviator': 0.341, 'film': 0.29, 'nominated': 0.259}"
374,"{'magazine': 0.399, 'worst': 0.317, 'tv': 0.302, 'jerry': 0.262, 'list': 0.259}"
375,"{'edward': 0.512, 'sir': 0.357, 'coalition': 0.342, 'colleagues': 0.245, 'wilson': 0.176}"
376,"{'iaaf': 0.549, 'kenteris': 0.316, 'thanou': 0.253, 'greek': 0.177, 'doping': 0.174}"
377,"{'liberal': 0.343, 'lib': 0.323, 'dem': 0.282, 'democrats': 0.259, 'strategy': 0.204}"
378,"{'games': 0.512, 'parents': 0.312, 'industry': 0.216, 'violence': 0.177, 'adults': 0.176}"
379,"{'bell': 0.624, 'mcdonald': 0.482, 'charlie': 0.238, 'cancer': 0.141, 'aged': 0.112}"
380,"{'brother': 0.342, 'bez': 0.294, 'nielsen': 0.267, 'viewers': 0.205, 'favourite': 0.19}"
381,"{'university': 0.579, 'students': 0.284, 'private': 0.22, 'waste': 0.209, 'committee': 0.163}"
382,"{'argentina': 0.508, 'venezuela': 0.35, 'deal': 0.338, 'chavez': 0.274, 'president': 0.219}"
383,"{'brando': 0.78, 'actor': 0.242, 'role': 0.241, 'assistant': 0.158, 'oscar': 0.131}"
384,"{'day': 0.446, 'christmas': 0.36, 'days': 0.276, 'special': 0.266, 'workers': 0.227}"
385,"{'ukip': 0.591, 'morris': 0.292, 'tories': 0.22, 'election': 0.215, 'kilroy': 0.148}"
386,"{'wright': 0.55, 'phillips': 0.524, 'start': 0.321, 'johnson': 0.188, 'shaun': 0.156}"
387,"{'roddick': 0.406, 'saulnier': 0.37, 'final': 0.294, 'melzer': 0.237, 'seed': 0.183}"
388,"{'dollar': 0.529, 'euro': 0.502, 'trading': 0.244, 'traders': 0.223, 'low': 0.195}"
389,"{'tax': 0.418, 'election': 0.235, 'tory': 0.229, 'labour': 0.229, 'spending': 0.227}"
390,"{'film': 0.438, 'joy': 0.405, 'division': 0.323, 'ian': 0.26, 'wilson': 0.221}"
391,"{'industrial': 0.276, 'output': 0.258, 'japan': 0.223, 'recession': 0.214, 'demand': 0.194}"
392,"{'robinson': 0.524, 'mathew': 0.334, 'england': 0.232, 'team': 0.232, 'wales': 0.206}"
393,"{'da': 0.325, 'brazil': 0.308, 'economic': 0.237, 'brazilian': 0.231, 'inflation': 0.197}"
394,"{'investment': 0.339, 'mobile': 0.276, 'telecoms': 0.261, 'foreign': 0.253, 'indian': 0.245}"
395,"{'holmes': 0.571, 'hamstring': 0.378, 'training': 0.217, 'madrid': 0.157, 'compete': 0.151}"
396,"{'banks': 0.396, 'lanka': 0.343, 'sri': 0.334, 'loans': 0.308, 'bank': 0.217}"
397,"{'trial': 0.296, 'qc': 0.282, 'jury': 0.262, 'terror': 0.233, 'special': 0.229}"
398,"{'police': 0.317, 'law': 0.28, 'prosecuted': 0.252, 'guidance': 0.229, 'involving': 0.212}"
399,"{'kennedy': 0.315, 'election': 0.299, 'lib': 0.245, 'tax': 0.211, 'taxes': 0.197}"
400,"{'wales': 0.329, 'henson': 0.31, 'jones': 0.225, 'england': 0.223, 'parker': 0.205}"
401,"{'domains': 0.578, 'icann': 0.408, 'domain': 0.4, 'names': 0.263, 'travel': 0.175}"
402,"{'mail': 0.585, 'junk': 0.453, 'spam': 0.328, 'machines': 0.189, 'net': 0.183}"
403,"{'gazprom': 0.672, 'yugansk': 0.374, 'rosneft': 0.311, 'russian': 0.173, 'oil': 0.154}"
404,"{'speeds': 0.482, 'broadband': 0.39, 'bt': 0.345, 'customers': 0.312, 'mbps': 0.288}"
405,"{'england': 0.355, 'ireland': 0.315, 'try': 0.251, 'gara': 0.247, 'sullivan': 0.222}"
406,"{'festival': 0.331, 'film': 0.327, 'bear': 0.299, 'berlin': 0.286, 'director': 0.253}"
407,"{'deficit': 0.536, 'bush': 0.426, 'budget': 0.36, 'dollar': 0.25, 'federal': 0.137}"
408,"{'forsyth': 0.634, 'threat': 0.246, 'terrorists': 0.236, 'ira': 0.216, 'agree': 0.187}"
409,"{'airlines': 0.474, 'eu': 0.341, 'fuel': 0.315, 'development': 0.194, 'aid': 0.167}"
410,"{'bollywood': 0.636, 'dvds': 0.34, 'legitimate': 0.191, 'bpi': 0.159, 'distributor': 0.151}"
411,"{'bank': 0.495, 'abn': 0.372, 'jobs': 0.295, 'fall': 0.173, 'workforce': 0.172}"
412,"{'blair': 0.489, 'labour': 0.315, 'serving': 0.308, 'lord': 0.236, 'prime': 0.198}"
413,"{'sale': 0.502, 'art': 0.303, 'artists': 0.279, 'students': 0.206, 'royal': 0.196}"
414,"{'brown': 0.292, 'newspapers': 0.236, 'aid': 0.234, 'prime': 0.23, 'minister': 0.225}"
415,"{'wmc': 0.744, 'bid': 0.272, 'australian': 0.234, 'copper': 0.179, 'profits': 0.178}"
416,"{'critical': 0.371, 'flaws': 0.348, 'microsoft': 0.341, 'programs': 0.322, 'security': 0.302}"
417,"{'schemes': 0.481, 'employers': 0.372, 'salary': 0.343, 'contributions': 0.335, 'scheme': 0.2}"
418,"{'mirza': 0.807, 'indian': 0.22, 'crowd': 0.181, 'broke': 0.169, 'title': 0.133}"
419,"{'fixture': 0.49, 'celtic': 0.433, 'neill': 0.386, 'friendly': 0.201, 'manager': 0.143}"
420,"{'cbi': 0.57, 'firms': 0.256, 'plus': 0.227, 'output': 0.216, 'survey': 0.204}"
421,"{'spurs': 0.47, 'tottenham': 0.445, 'talent': 0.241, 'decided': 0.202, 'player': 0.172}"
422,"{'flanker': 0.349, 'scott': 0.331, 'gray': 0.222, 'jon': 0.203, 'scotland': 0.192}"
423,"{'list': 0.276, 'little': 0.236, 'lucas': 0.228, 'britain': 0.224, 'television': 0.214}"
424,"{'southampton': 0.461, 'pompey': 0.269, 'redknapp': 0.269, 'memories': 0.233, 'manager': 0.214}"
425,"{'kaplan': 0.478, 'robinson': 0.359, 'england': 0.287, 'coach': 0.273, 'irb': 0.183}"
426,"{'bortolami': 0.49, 'edinburgh': 0.301, 'contest': 0.286, 'italy': 0.253, 'scotland': 0.226}"
427,"{'desktop': 0.603, 'search': 0.427, 'tool': 0.237, 'microsoft': 0.198, 'program': 0.167}"
428,"{'projects': 0.433, 'china': 0.323, 'dam': 0.315, 'environmental': 0.257, 'construction': 0.214}"
429,"{'land': 0.714, 'property': 0.259, 'chavez': 0.191, 'reform': 0.19, 'venezuela': 0.183}"
430,"{'ministry': 0.295, 'korea': 0.281, 'economy': 0.238, 'construction': 0.23, 'south': 0.199}"
431,"{'chancellor': 0.263, 'brown': 0.255, 'stability': 0.207, 'optimistic': 0.197, 'blair': 0.186}"
432,"{'barkley': 0.322, 'yachvili': 0.298, 'france': 0.27, 'hodgson': 0.253, 'england': 0.248}"
433,"{'benitez': 0.602, 'gerrard': 0.354, 'liverpool': 0.294, 'trophy': 0.224, 'steven': 0.214}"
434,"{'lg': 0.704, 'creditors': 0.401, 'card': 0.394, 'credit': 0.125, 'korea': 0.113}"
435,"{'mac': 0.615, 'mini': 0.516, 'computer': 0.178, 'pcs': 0.142, 'media': 0.13}"
436,"{'manufacturing': 0.307, 'index': 0.304, 'february': 0.289, 'growth': 0.27, 'january': 0.268}"
437,"{'information': 0.347, 'freedom': 0.251, 'act': 0.234, 'departments': 0.21, 'mails': 0.194}"
438,"{'winners': 0.506, 'return': 0.259, 'final': 0.244, 'africa': 0.234, 'meet': 0.218}"
439,"{'buyers': 0.517, 'threshold': 0.335, 'stamp': 0.33, 'duty': 0.258, 'cable': 0.198}"
440,"{'laser': 0.506, 'permission': 0.237, 'speeds': 0.215, 'hardware': 0.21, 'network': 0.203}"
441,"{'corp': 0.428, 'games': 0.406, 'video': 0.39, 'companies': 0.224, 'price': 0.133}"
442,"{'paterson': 0.531, 'marigny': 0.354, 'scotland': 0.312, 'de': 0.245, 'italy': 0.232}"
443,"{'novel': 0.353, 'book': 0.282, 'levy': 0.255, 'prize': 0.228, 'judges': 0.213}"
444,"{'mitsubishi': 0.682, 'motors': 0.317, 'japanese': 0.155, 'sales': 0.152, 'nissan': 0.152}"
445,"{'ban': 0.611, 'supported': 0.271, 'adults': 0.262, 'support': 0.227, 'survey': 0.225}"
446,"{'broadband': 0.427, 'tv': 0.328, 'nielsen': 0.223, 'viewing': 0.215, 'jupiter': 0.209}"
447,"{'french': 0.404, 'unemployment': 0.247, 'economy': 0.234, 'oil': 0.205, 'consumer': 0.201}"
448,"{'collins': 0.588, 'chambers': 0.501, 'olympics': 0.215, 'compete': 0.194, 'return': 0.149}"
449,"{'nasdaq': 0.626, 'shares': 0.251, 'stock': 0.207, 'fortunes': 0.193, 'sale': 0.184}"
450,"{'ethnic': 0.489, 'minority': 0.403, 'minorities': 0.286, 'black': 0.249, 'labour': 0.188}"
451,"{'rover': 0.763, 'chinese': 0.214, 'deal': 0.212, 'paper': 0.154, 'proposed': 0.15}"
452,"{'jeeves': 0.494, 'advertising': 0.304, 'online': 0.282, 'revival': 0.222, 'quarter': 0.21}"
453,"{'england': 0.382, 'robinson': 0.287, 'dublin': 0.243, 'ireland': 0.226, 'easterby': 0.15}"
454,"{'adoption': 0.629, 'tv': 0.248, 'fox': 0.217, 'father': 0.215, 'protests': 0.17}"
455,"{'programmes': 0.482, 'tv': 0.308, 'episodes': 0.251, 'download': 0.226, 'net': 0.173}"
456,"{'speaker': 0.558, 'lords': 0.447, 'lord': 0.274, 'chancellor': 0.206, 'manifesto': 0.195}"
457,"{'podcasting': 0.399, 'curry': 0.39, 'radio': 0.246, 'audio': 0.19, 'internet': 0.182}"
458,"{'anil': 0.621, 'reliance': 0.483, 'board': 0.258, 'india': 0.193, 'brother': 0.172}"
459,"{'robinson': 0.324, 'cueto': 0.323, 'referee': 0.272, 'josh': 0.248, 'lewsey': 0.24}"
460,"{'sec': 0.283, 'indonesia': 0.267, 'official': 0.247, 'justice': 0.22, 'department': 0.198}"
461,"{'poppins': 0.53, 'mary': 0.316, 'musical': 0.277, 'sir': 0.229, 'film': 0.185}"
462,"{'phone': 0.434, 'max': 0.217, 'video': 0.191, 'web': 0.179, 'network': 0.168}"
463,"{'arrested': 0.3, 'fraud': 0.264, 'criminals': 0.257, 'credit': 0.242, 'websites': 0.199}"
464,"{'citigroup': 0.642, 'insurance': 0.358, 'bn': 0.3, 'banking': 0.18, 'distribution': 0.172}"
465,"{'australian': 0.403, 'injury': 0.365, 'strengthen': 0.216, 'cup': 0.212, 'treatment': 0.193}"
466,"{'tigers': 0.417, 'heineken': 0.283, 'leicester': 0.248, 'wasps': 0.222, 'wing': 0.191}"
467,"{'den': 0.639, 'figures': 0.223, 'audience': 0.216, 'dirty': 0.213, 'eastenders': 0.207}"
468,"{'detainees': 0.384, 'guantanamo': 0.343, 'rights': 0.241, 'release': 0.21, 'detained': 0.179}"
469,"{'asylum': 0.547, 'howard': 0.27, 'refugees': 0.262, 'system': 0.238, 'immigration': 0.188}"
470,"{'ethnic': 0.343, 'citizenship': 0.293, 'minority': 0.264, 'strategy': 0.21, 'black': 0.196}"
471,"{'parry': 0.494, 'gerrard': 0.395, 'liverpool': 0.353, 'steven': 0.33, 'club': 0.152}"
472,"{'terror': 0.345, 'suspects': 0.278, 'arrest': 0.263, 'clarke': 0.25, 'house': 0.25}"
473,"{'broadband': 0.579, 'june': 0.232, 'americans': 0.2, 'lines': 0.199, 'connections': 0.189}"
474,"{'ds': 0.501, 'nintendo': 0.393, 'gameboy': 0.306, 'handheld': 0.255, 'media': 0.248}"
475,"{'tour': 0.434, 'prince': 0.375, 'album': 0.306, 'elton': 0.222, 'list': 0.198}"
476,"{'outbreak': 0.405, 'leigh': 0.355, 'foot': 0.259, 'compensation': 0.216, 'department': 0.215}"
477,"{'supplier': 0.272, 'providers': 0.238, 'pro': 0.232, 'fed': 0.229, 'drop': 0.192}"
478,"{'cent': 0.719, 'interview': 0.198, 'feud': 0.185, 'rap': 0.183, 'album': 0.142}"
479,"{'underground': 0.374, 'strike': 0.337, 'argentine': 0.261, 'conflict': 0.249, 'ticket': 0.228}"
480,"{'edwards': 0.493, 'triple': 0.36, 'jump': 0.251, 'madrid': 0.231, 'gold': 0.228}"
481,"{'wales': 0.411, 'bennett': 0.403, 'thomas': 0.313, 'captain': 0.241, 'half': 0.205}"
